"distribution_center_id","name","latitude","longitude","product_id","cost","category","product_name","retail_price","sku","distribution_center_id","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_id","user_id","status","gender","created_at","shipped_at","delivered_at","returned_at"
"","","","","","","","","","","","","","","","","","","","","VI18579","V1286","U122106","P016","2023-05-02","2023-05-04","2023-05-05","2023-05-31","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10151","V7116","U81569","P015","2022-08-30","2022-09-01","2022-09-07","2022-09-22","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14816","V6053","U124659","P015","2022-12-10","","","","56","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15777","V4638","U96705","P015","2023-05-31","2023-06-02","2023-06-04","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13608","V7356","U149197","P012","2023-06-04","2023-06-06","2023-06-07","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14018","V7810","U126986","P014","2022-06-12","2022-06-14","2022-06-22","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15279","V6080","U125825","P014","2022-08-09","2022-08-11","2022-08-19","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15268","V2512","U82404","P012","2021-05-12","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18706","V4978","U137862","P016","2023-01-16","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17411","V8357","U92671","P015","2021-04-20","","","","56","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19630","V2004","U125199","P013","2021-11-19","2021-11-21","2021-11-29","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19371","V2004","U137723","P013","2021-11-19","2021-11-21","2021-11-29","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16758","V3683","U136337","P013","2022-05-27","2022-05-30","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14498","V3001","U130201","P015","2021-02-28","2021-03-03","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14754","V6672","U141567","P015","2022-09-13","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17953","V6058","U86531","P013","2023-06-18","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17544","V5511","U104607","P012","2023-01-29","","","","120","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13272","V5017","U104687","P013","2023-02-05","2023-02-07","2023-02-10","2023-03-04","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15990","V3395","U93770","P013","2023-05-18","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12433","V8580","U85530","P013","2021-08-27","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12101","V4953","U127873","P014","2023-06-17","2023-06-20","2023-06-30","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16300","V4048","U85995","P016","2023-04-10","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12546","V5804","U82365","P013","2020-03-28","2020-03-31","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16361","V1648","U120640","P016","2023-04-15","2023-04-18","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12093","V3651","U101613","P016","2021-06-26","2021-06-29","2021-06-30","2021-07-26","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16026","V1362","U132009","P013","2020-03-01","2020-03-04","2020-03-12","2020-03-27","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19484","V2933","U121894","P016","2023-04-30","2023-05-02","2023-05-07","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12513","V5279","U125192","P013","2021-05-22","2021-05-23","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14254","V8140","U122281","P015","2022-06-06","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15682","V5589","U124101","P016","2021-09-25","2021-09-28","2021-10-02","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15236","V5589","U148915","P014","2021-09-25","2021-09-28","2021-10-02","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10002","V5589","U146466","P013","2021-09-25","2021-09-28","2021-10-02","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13348","V5194","U139909","P014","2022-06-23","2022-06-26","2022-07-01","2022-07-05","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10437","V3036","U110030","P013","2021-12-20","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18701","V4186","U129286","P012","2023-03-27","2023-03-28","2023-03-31","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15059","V1219","U124975","P015","2023-05-28","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10834","V6339","U149665","P016","2022-01-08","2022-01-11","2022-01-14","2022-02-10","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16626","V8408","U87479","P015","2022-09-22","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19588","V6947","U140339","P015","2021-09-18","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17268","V4672","U110856","P012","2022-07-15","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16385","V8818","U139883","P013","2020-10-30","2020-11-02","2020-11-05","2020-11-19","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18207","V4417","U92619","P013","2022-11-26","2022-11-29","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19429","V3997","U149898","P016","2022-12-07","2022-12-10","2022-12-18","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10537","V7709","U94696","P012","2023-06-30","2023-07-01","2023-07-11","2023-07-22","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15811","V7710","U93211","P015","2022-09-09","2022-09-11","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19127","V4979","U120989","P012","2022-12-06","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11759","V5840","U91893","P013","2022-11-08","2022-11-10","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10980","V2095","U98348","P013","2021-05-11","2021-05-14","2021-05-24","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16614","V3900","U134502","P013","2019-10-20","","","","153","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10168","V7088","U112300","P016","2022-01-21","2022-01-24","2022-02-02","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11767","V7143","U86526","P013","2022-04-04","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11459","V2866","U93920","P016","2023-04-29","2023-05-01","2023-05-06","","162","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12225","V5751","U96692","P013","2022-05-06","2022-05-08","2022-05-11","2022-05-23","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14425","V2436","U117033","P016","2022-09-03","2022-09-04","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14776","V7205","U117301","P013","2022-08-06","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19750","V2008","U142624","P016","2021-04-19","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18773","V2362","U97459","P016","2023-03-17","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17868","V4112","U149581","P014","2021-04-24","2021-04-26","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19711","V4426","U95290","P014","2019-06-06","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12122","V5812","U121880","P013","2023-06-27","2023-06-29","2023-07-07","2023-07-12","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19358","V6517","U80819","P013","2023-01-31","2023-02-02","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16559","V3238","U146328","P016","2022-02-11","2022-02-13","2022-02-17","2022-02-20","162","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15424","V2018","U141779","P014","2023-03-04","2023-03-06","2023-03-13","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15660","V8908","U106275","P015","2022-07-23","2022-07-24","2022-08-01","2022-08-29","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11781","V8789","U100083","P013","2022-09-27","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16261","V6973","U134136","P014","2020-03-12","2020-03-14","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18212","V6550","U122223","P016","2023-05-10","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16050","V2614","U148951","P014","2021-07-25","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10602","V6041","U147025","P016","2022-08-10","2022-08-11","2022-08-16","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12955","V1564","U142774","P015","2021-04-26","2021-04-28","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17467","V6692","U127532","P015","2022-01-31","2022-02-03","2022-02-04","2022-02-12","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12635","V6193","U106011","P016","2020-07-26","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15547","V7416","U105907","P016","2023-01-07","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19738","V7008","U133389","P013","2022-11-26","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19270","V8772","U92741","P013","2023-05-08","2023-05-09","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11179","V1117","U119025","P016","2023-06-14","2023-06-17","2023-06-23","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11355","V4723","U112115","P015","2023-06-01","2023-06-02","2023-06-06","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10944","V2218","U120120","P015","2021-10-25","2021-10-28","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11069","V2182","U114610","P014","2021-11-06","2021-11-08","2021-11-15","2021-12-01","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12286","V5196","U111050","P014","2020-03-20","2020-03-22","2020-03-28","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11192","V3076","U110572","P014","2023-04-20","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18427","V2599","U113259","P016","2022-07-18","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11802","V8185","U106232","P014","2023-05-27","2023-05-28","2023-06-05","2023-07-04","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11623","V1831","U124836","P015","2022-10-16","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15592","V1551","U87955","P013","2023-05-14","2023-05-17","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11507","V4626","U121763","P013","2021-09-18","","","","153","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16883","V7740","U87057","P014","2021-10-07","2021-10-09","2021-10-17","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15534","V6540","U86628","P015","2023-05-12","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15921","V8501","U109609","P014","2022-03-12","2022-03-14","2022-03-16","2022-04-15","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19934","V2456","U98850","P014","2022-04-17","2022-04-18","2022-04-26","2022-05-16","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14115","V7707","U118151","P016","2022-09-21","2022-09-23","2022-09-25","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16200","V4910","U120916","P016","2022-01-23","2022-01-24","2022-01-26","2022-02-24","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13682","V6381","U114456","P012","2022-02-22","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18111","V4295","U108911","P014","2023-05-19","2023-05-21","2023-05-30","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15531","V3406","U102630","P013","2023-05-19","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12264","V8569","U97491","P014","2022-12-13","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14331","V5582","U103803","P013","2022-01-13","2022-01-15","2022-01-25","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17044","V3863","U98480","P014","2023-03-02","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13185","V8629","U146449","P015","2023-06-28","2023-07-01","2023-07-10","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15684","V6718","U88905","P013","2021-10-10","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15541","V6718","U131747","P013","2021-10-10","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16054","V1670","U84603","P012","2023-04-27","2023-04-29","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12251","V6848","U114249","P013","2023-06-13","2023-06-16","2023-06-19","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12163","V3927","U115002","P016","2023-02-17","2023-02-20","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18985","V5925","U113032","P015","2022-07-06","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18165","V5432","U106733","P016","2022-05-02","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15885","V7942","U148459","P013","2021-04-26","2021-04-29","2021-05-02","2021-05-06","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17195","V6298","U80597","P012","2020-06-02","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12703","V6298","U149934","P014","2020-06-02","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18023","V2356","U86108","P016","2022-01-28","2022-01-31","2022-02-09","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15493","V8800","U120225","P013","2022-12-07","2022-12-09","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16936","V7323","U116163","P015","2023-06-02","2023-06-05","2023-06-06","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12123","V5648","U100294","P013","2023-05-30","2023-06-02","2023-06-07","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14619","V8386","U144913","P014","2023-04-19","2023-04-21","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14128","V6549","U137118","P015","2021-12-07","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13633","V1959","U147183","P014","2023-06-02","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10366","V1959","U93741","P015","2023-06-02","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11852","V3685","U117675","P013","2023-05-13","2023-05-15","2023-05-25","2023-06-05","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16100","V2652","U102206","P014","2022-12-26","2022-12-28","2023-01-06","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17294","V8771","U127053","P016","2023-04-22","2023-04-24","2023-04-28","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10988","V5310","U137351","P013","2023-02-05","2023-02-06","2023-02-11","2023-03-02","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19255","V1025","U102149","P016","2023-05-06","2023-05-08","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18053","V6964","U123523","P012","2023-02-02","2023-02-05","2023-02-14","2023-03-04","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17563","V8688","U121717","P012","2022-06-22","2022-06-24","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13686","V8688","U107282","P015","2022-06-22","2022-06-24","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14630","V3649","U103461","P013","2020-08-01","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10289","V2463","U144394","P012","2023-05-04","2023-05-06","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18844","V2758","U136374","P015","2021-06-20","2021-06-23","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17476","V2758","U91063","P013","2021-06-20","2021-06-23","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14770","V2758","U136249","P014","2021-06-20","2021-06-23","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16876","V3445","U105199","P016","2023-03-24","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13279","V3445","U132503","P014","2023-03-24","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19407","V5294","U129531","P015","2019-07-29","2019-08-01","2019-08-08","2019-08-16","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19257","V5153","U140837","P014","2023-02-05","2023-02-06","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13752","V1482","U114134","P012","2020-08-06","2020-08-07","2020-08-16","2020-09-15","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11140","V4867","U94570","P016","2022-12-27","2022-12-28","2022-12-29","2023-01-09","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15741","V2588","U148465","P016","2020-10-11","2020-10-14","2020-10-19","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15947","V5020","U140988","P012","2022-12-19","2022-12-22","2022-12-30","2023-01-02","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11630","V2031","U138858","P013","2021-01-08","2021-01-11","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12914","V1911","U90817","P015","2021-12-23","2021-12-26","2022-01-03","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17726","V4284","U146862","P015","2022-07-03","2022-07-06","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14691","V8159","U93170","P014","2020-07-27","2020-07-30","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16441","V4767","U133077","P013","2022-01-10","2022-01-11","2022-01-18","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11894","V6716","U148013","P014","2023-01-27","2023-01-30","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18093","V7059","U132791","P016","2023-01-14","2023-01-15","2023-01-20","2023-02-15","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10018","V6747","U142636","P013","2023-05-03","2023-05-06","2023-05-08","2023-05-22","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10391","V4263","U119926","P013","2020-07-30","2020-08-02","2020-08-03","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12028","V8076","U86105","P016","2023-01-14","2023-01-16","2023-01-19","2023-02-04","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16014","V2017","U141561","P014","2022-07-30","2022-08-01","2022-08-06","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16711","V6168","U85684","P016","2022-07-16","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17935","V4472","U141422","P014","2020-05-03","2020-05-05","2020-05-14","2020-05-17","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12285","V8166","U95996","P016","2021-09-04","2021-09-05","2021-09-08","2021-09-14","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18306","V5358","U140668","P016","2023-06-04","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15715","V7591","U147275","P016","2023-02-27","","","","162","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12773","V6734","U113863","P013","2021-01-21","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19032","V3118","U128633","P014","2021-07-14","2021-07-16","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13544","V7998","U91144","P012","2022-12-22","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11948","V8816","U120863","P014","2022-07-27","2022-07-29","2022-08-01","2022-08-11","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19751","V4119","U109046","P015","2022-05-28","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10609","V2593","U120130","P014","2023-03-03","2023-03-04","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16503","V1828","U134308","P014","2021-07-12","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13480","V5664","U142526","P012","2022-01-14","2022-01-17","2022-01-21","2022-02-18","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12713","V5387","U103794","P015","2023-06-26","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10508","V5387","U94554","P012","2023-06-26","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12902","V6056","U96207","P013","2021-11-10","2021-11-11","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18635","V4279","U127093","P015","2022-01-15","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16460","V1406","U104982","P016","2023-03-29","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11429","V6268","U145351","P012","2023-04-06","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16490","V2320","U112587","P012","2021-04-26","2021-04-27","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19804","V1042","U83311","P016","2023-06-23","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10734","V8196","U110761","P013","2022-03-05","2022-03-06","2022-03-07","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16531","V6943","U95717","P012","2022-05-07","2022-05-09","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16647","V6520","U144163","P016","2023-04-11","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18702","V2976","U119900","P012","2023-03-31","2023-04-02","2023-04-11","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13677","V7611","U113097","P013","2022-06-29","2022-06-30","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16047","V8239","U83906","P016","2021-02-22","2021-02-23","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19333","V5999","U106138","P014","2023-06-30","2023-07-03","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11422","V3566","U93937","P014","2023-01-04","2023-01-06","2023-01-14","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18694","V8063","U127288","P015","2023-05-14","2023-05-15","2023-05-24","2023-06-02","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12811","V7776","U105865","P012","2023-05-05","2023-05-06","2023-05-13","2023-05-22","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19497","V3578","U109137","P012","2022-11-29","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17463","V3480","U104548","P016","2020-08-29","2020-08-31","2020-09-04","","162","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18908","V7465","U127941","P016","2020-06-27","2020-06-29","2020-07-04","2020-07-14","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14235","V7890","U80050","P013","2023-02-11","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10687","V7890","U89116","P015","2023-02-11","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15033","V3040","U133151","P012","2020-10-12","2020-10-14","2020-10-16","2020-11-01","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13946","V6457","U106449","P016","2023-03-08","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14535","V5766","U103937","P015","2021-02-11","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13019","V8310","U124908","P014","2021-07-15","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14982","V7458","U121477","P015","2021-05-03","2021-05-05","2021-05-09","2021-05-30","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12291","V2958","U101187","P012","2023-03-20","2023-03-21","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19133","V3965","U83172","P016","2023-01-09","2023-01-10","2023-01-18","2023-01-31","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16269","V1003","U102124","P014","2023-06-25","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15525","V7876","U135598","P013","2022-04-16","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11643","V7876","U128755","P016","2022-04-16","","","","162","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18830","V8074","U131706","P016","2022-03-24","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16705","V5497","U126291","P015","2023-04-04","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13731","V5497","U110266","P013","2023-04-04","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18968","V6295","U141233","P012","2021-03-27","2021-03-30","2021-04-07","2021-04-13","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12469","V6295","U136648","P014","2021-03-27","2021-03-30","2021-04-07","2021-04-13","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17487","V3894","U122354","P015","2023-02-27","2023-02-28","2023-03-07","","35","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17354","V8673","U148952","P012","2023-03-15","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13793","V4788","U89422","P015","2022-09-01","2022-09-03","2022-09-05","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19378","V6953","U84051","P016","2023-06-22","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17579","V2603","U109230","P016","2022-11-11","2022-11-14","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10390","V4629","U102816","P014","2022-10-07","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10467","V7609","U118495","P013","2022-11-11","2022-11-13","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17674","V2964","U91147","P015","2023-06-11","2023-06-14","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16145","V4554","U92108","P016","2023-06-10","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10330","V1427","U148192","P016","2022-09-05","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18657","V6897","U133999","P012","2022-02-12","2022-02-13","","","150","","","","","","","",""
